id,name,tier,tierName,line,family,type,attribute,rarity,emoji,hidden
mon_f2,화염원후,2,완전체,mon,생물형,야수형,fire,rare,🐒,false
mon_f3,화염제천대성,3,궁극체,mon,신성·악마형,신인형,fire,legendary,🔥,false
mon_w1,바람원숭이,1,성숙기,mon,생물형,야수형,wind,common,🌪️,false
mon_w2,질풍원후,2,완전체,mon,생물형,야수형,wind,rare,🐒,false
mon_w3,질풍제천대성,3,궁극체,mon,신성·악마형,신인형,wind,epic,🌀,false
slo,나무늘보,0,성장기,slo,생물형,포유류형,grass,common,🦥,false
slo_t1,숲늘보,1,성숙기,slo,생물형,식물형,water,common,🌿,false
slo_t2,이끼늘보,2,완전체,slo,생물형,식물형,water,rare,🦥,false
slo_t3,고목정령늘보,3,궁극체,slo,신성·악마형,성수형,light,legendary,🌳,false
slo_d1,잠보늘보,1,성숙기,slo,생물형,포유류형,grass,common,😴,false
slo_d2,꿈속늘보,2,완전체,slo,신성·악마형,악마형,dark,rare,🦥,false
slo_d3,몽환의어둠늘보,3,궁극체,slo,신성·악마형,마왕형,dark,epic,🌑,false
dol,아기돌고래,0,성장기,dol,생물형,수생형,water,common,🐬,false
dol_w1,푸른돌고래,1,성숙기,dol,생물형,수생형,water,common,🐬,false
dol_w2,파도돌고래,2,완전체,dol,생물형,수생형,water,rare,🌊,false
dol_w3,바다의수호신,3,궁극체,dol,신성·악마형,신인형,water,legendary,🌊,false
dol_l1,빛돌고래,1,성숙기,dol,생물형,수생형,water,common,✨,false
dol_l2,오로라돌고래,2,완전체,dol,혼합·이형형,이형형,water,rare,🐬,false
dol_l3,빛의인도자,3,궁극체,dol,신성·악마형,신인형,light,epic,🌟,false
oct,꼬마문어,0,성장기,oct,생물형,수생형,water,common,🐙,false
oct_w1,대왕문어,1,성숙기,oct,생물형,수생형,water,common,🐙,false
oct_w2,심해문어,2,완전체,oct,생물형,수생형,water,rare,🐙,false
oct_w3,크라켄,3,궁극체,oct,신성·악마형,신인형,light,legendary,🐙,false
oct_d1,먹물문어,1,성숙기,oct,생물형,수생형,water,common,🌑,false
oct_d2,암흑문어,2,완전체,oct,신성·악마형,악마형,water,rare,🐙,false
oct_d3,심연군주문어,3,궁극체,oct,신성·악마형,마왕형,water,epic,👹,false
cro,아기악어,0,성장기,cro,생물형,파충류형,grass,common,🐊,false
cro_w1,늪악어,1,성숙기,cro,생물형,수생형,water,common,🐊,false
cro_w2,대늪악어,2,완전체,cro,생물형,수생형,water,rare,🐊,false
cro_w3,늪의지배자,3,궁극체,cro,신성·악마형,마왕형,water,legendary,🐊,false
cro_f1,화염악어,1,성숙기,cro,생물형,파충류형,fire,common,🔥,false
cro_f2,용암악어,2,완전체,cro,생물형,용형,fire,rare,🐊,false
cro_f3,화염악어룡,3,궁극체,cro,신성·악마형,마왕형,fire,epic,🌋,false
snk,아기뱀,0,성장기,snk,생물형,파충류형,grass,common,🐍,false
snk_p1,독사,1,성숙기,snk,생물형,파충류형,dark,common,🐍,false
snk_p2,코브라,2,완전체,snk,생물형,파충류형,grass,rare,🐍,false
snk_p3,맹독사신,3,궁극체,snk,신성·악마형,마왕형,dark,legendary,☠️,false
snk_f1,불뱀,1,성숙기,snk,생물형,파충류형,fire,common,🔥,false
snk_f2,화염대사,2,완전체,snk,생물형,용형,fire,rare,🐍,false
snk_f3,화염사룡,3,궁극체,snk,신성·악마형,신인형,fire,epic,🐉,false
eag,아기독수리,0,성장기,eag,생물형,조류형,wind,rare,🦅,false
eag_w1,폭풍독수리,1,성숙기,eag,생물형,조류형,wind,rare,🌪️,false
eag_w2,천둥수리,2,완전체,eag,생물형,조류형,wind,epic,⚡,false
eag_w3,폭풍신조,3,궁극체,eag,신성·악마형,신인형,wind,legendary,🌀,false
eag_l1,빛독수리,1,성숙기,eag,생물형,조류형,wind,rare,✨,false
eag_l2,성조,2,완전체,eag,신성·악마형,천사형,light,epic,🦅,false
eag_l3,천공의성조신,3,궁극체,eag,신성·악마형,신인형,light,legendary,🌟,false
fla,아기플라밍고,0,성장기,fla,생물형,조류형,wind,common,🦩,false
fla_l1,햇살플라밍고,1,성숙기,fla,생물형,조류형,wind,common,☀️,false
fla_l2,노을홍학,2,완전체,fla,신성·악마형,천사형,light,rare,🦩,false
fla_l3,여명의홍학신,3,궁극체,fla,신성·악마형,신인형,light,legendary,🌅,false
fla_w1,호수플라밍고,1,성숙기,fla,생물형,수생형,water,common,🌊,false
fla_w2,물결홍학,2,완전체,fla,생물형,수생형,water,rare,🦩,false
fla_w3,호수의무희신,3,궁극체,fla,신성·악마형,신인형,water,epic,🌊,false
ost,아기타조,0,성장기,ost,생물형,조류형,wind,common,🦃,false
ost_s1,사막타조,1,성숙기,ost,생물형,조류형,wind,common,🏜️,false
ost_s2,모래질주타조,2,완전체,ost,생물형,야수형,grass,rare,🦃,false
ost_s3,사막주행신,3,궁극체,ost,신성·악마형,신인형,earth,epic,🏜️,false
ost_w1,질풍타조,1,성숙기,ost,생물형,조류형,wind,common,🌪️,false
ost_w2,음속타조,2,완전체,ost,생물형,야수형,grass,rare,🦃,false
ost_w3,질풍주자신,3,궁극체,ost,신성·악마형,신인형,wind,legendary,🌀,false
bee,아기꿀벌,0,성장기,bee,생물형,곤충형,wind,common,🐝,false
bee_g1,꽃벌,1,성숙기,bee,생물형,곤충형,grass,common,🌸,false
bee_g2,여왕벌,2,완전체,bee,생물형,곤충형,wind,rare,🐝,false
bee_g3,꽃의여왕벌신,3,궁극체,bee,신성·악마형,천사형,grass,legendary,👑,false
bee_d1,독침벌,1,성숙기,bee,생물형,곤충형,wind,common,⚡,false
bee_d2,맹독말벌,2,완전체,bee,생물형,곤충형,wind,rare,🐝,false
bee_d3,독침군단장,3,궁극체,bee,신성·악마형,마왕형,dark,epic,☠️,false
sco,아기전갈,0,성장기,sco,생물형,곤충형,wind,common,🦂,false
sco_p1,독전갈,1,성숙기,sco,생물형,곤충형,wind,common,🦂,false
sco_p2,맹독전갈,2,완전체,sco,신성·악마형,악마형,dark,rare,☠️,false
sco_p3,사독의군주,3,궁극체,sco,신성·악마형,마왕형,dark,legendary,🦂,false
sco_m1,강철전갈,1,성숙기,sco,생물형,곤충형,wind,common,⚙️,false
sco_m2,강철집게전갈,2,완전체,sco,기계형,병기형,earth,rare,🦂,false
sco_m3,강철사막병기,3,궁극체,sco,기계형,순수기계형,earth,epic,🛡️,false
plt,오리너구리,0,성장기,plt,생물형,포유류형,grass,rare,🦫,false
plt_w1,물너구리,1,성숙기,plt,생물형,수생형,water,rare,🦫,false
plt_w2,강물너구리,2,완전체,plt,생물형,수생형,water,epic,🌊,false
plt_w3,물의요정신,3,궁극체,plt,신성·악마형,신인형,water,legendary,🌊,false
plt_e1,전기너구리,1,성숙기,plt,생물형,포유류형,wind,rare,⚡,false
plt_e2,번개너구리,2,완전체,plt,생물형,야수형,wind,epic,⚡,false
plt_e3,뇌전요정신,3,궁극체,plt,신성·악마형,신인형,light,legendary,⚡,false
arm,아르마딜로,0,성장기,arm,생물형,포유류형,grass,common,🦔,false
arm_m1,철갑딜로,1,성숙기,arm,생물형,포유류형,earth,common,🦔,false
arm_m2,강철공벌레,2,완전체,arm,기계형,병기형,wind,rare,⚙️,false
arm_m3,철벽요새신,3,궁극체,arm,기계형,순수기계형,earth,epic,🛡️,false
arm_d1,어둠딜로,1,성숙기,arm,신성·악마형,악마형,dark,common,🌑,false
arm_d2,암흑갑각,2,완전체,arm,신성·악마형,악마형,dark,rare,🦔,false
arm_d3,암흑철벽왕,3,궁극체,arm,신성·악마형,마왕형,dark,legendary,🛡️,false
chs,아기치타,0,성장기,chs,생물형,포유류형,grass,common,🐆,false
chs_w1,질풍치타,1,성숙기,chs,생물형,야수형,wind,common,🌪️,false
chs_w2,음속치타,2,완전체,chs,생물형,야수형,grass,rare,🐆,false
chs_w3,질풍주행신,3,궁극체,chs,신성·악마형,신인형,wind,legendary,🌀,false
chs_l1,황금치타,1,성숙기,chs,생물형,야수형,light,common,✨,false
chs_l2,태양치타,2,완전체,chs,생물형,야수형,grass,rare,🐆,false
chs_l3,태양질주신,3,궁극체,chs,신성·악마형,신인형,light,epic,🌞,false
hyn,새끼하이에나,0,성장기,hyn,생물형,포유류형,grass,common,🐺,false
hyn_d1,어둠하이에나,1,성숙기,hyn,신성·악마형,악마형,dark,common,🌑,false
hyn_d2,암흑하이에나,2,완전체,hyn,신성·악마형,악마형,dark,rare,🐺,false
hyn_d3,망령군주,3,궁극체,hyn,신성·악마형,마왕형,dark,legendary,👹,false
hyn_f1,화염하이에나,1,성숙기,hyn,생물형,야수형,fire,common,🔥,false
hyn_f2,용암하이에나,2,완전체,hyn,생물형,야수형,fire,rare,🐺,false
hyn_f3,화염무리왕,3,궁극체,hyn,신성·악마형,신인형,fire,epic,🌋,false
bvr,아기비버,0,성장기,bvr,생물형,포유류형,grass,common,🦫,false
bvr_w1,물비버,1,성숙기,bvr,생물형,수생형,water,common,🦫,false
bvr_w2,댐지기비버,2,완전체,bvr,생물형,수생형,grass,rare,🌊,false
bvr_w3,강의건축신,3,궁극체,bvr,신성·악마형,신인형,light,epic,🌊,false
bvr_t1,통나무비버,1,성숙기,bvr,생물형,식물형,water,common,🪵,false
bvr_t2,거목비버,2,완전체,bvr,생물형,식물형,water,rare,🌳,false
bvr_t3,숲의대목수신,3,궁극체,bvr,신성·악마형,성수형,grass,legendary,🌲,false
crn,아기두루미,0,성장기,crn,생물형,조류형,wind,common,🦢,false
crn_l1,빛두루미,1,성숙기,crn,생물형,조류형,wind,common,✨,false
crn_l2,선학,2,완전체,crn,신성·악마형,천사형,light,rare,🕊️,false
crn_l3,천년학신,3,궁극체,crn,신성·악마형,신인형,light,legendary,🌟,false
crn_w1,바람두루미,1,성숙기,crn,생물형,조류형,wind,common,🌪️,false
crn_w2,폭풍학,2,완전체,crn,생물형,조류형,wind,rare,🦢,false
crn_w3,질풍학신,3,궁극체,crn,신성·악마형,신인형,wind,epic,🌀,false
jly,아기해파리,0,성장기,jly,생물형,수생형,grass,common,🪼,false
jly_w1,물해파리,1,성숙기,jly,생물형,수생형,water,common,🪼,false
jly_w2,심해해파리,2,완전체,jly,생물형,수생형,water,rare,🌊,false
jly_w3,심해표류신,3,궁극체,jly,신성·악마형,신인형,water,epic,🌊,false
jly_l1,빛해파리,1,성숙기,jly,생물형,수생형,light,common,✨,false
jly_l2,발광해파리,2,완전체,jly,혼합·이형형,이형형,neutral,rare,🪼,false
jly_l3,빛의표류신,3,궁극체,jly,신성·악마형,신인형,light,legendary,🌟,false
puf,아기복어,0,성장기,puf,생물형,수생형,grass,common,🐡,false
puf_p1,독복어,1,성숙기,puf,생물형,수생형,dark,common,🐡,false
puf_p2,맹독복어,2,완전체,puf,신성·악마형,악마형,dark,rare,☠️,false
puf_p3,맹독바다왕,3,궁극체,puf,신성·악마형,마왕형,water,legendary,🐡,false
puf_w1,물복어,1,성숙기,puf,생물형,수생형,water,common,🌊,false
puf_w2,가시복어,2,완전체,puf,생물형,수생형,grass,rare,🐡,false
puf_w3,바다가시신,3,궁극체,puf,신성·악마형,신인형,water,epic,🌊,false
ffl,애반딧불,0,성장기,ffl,생물형,곤충형,fire,common,✨,false
ffl_l1,빛반딧불,1,성숙기,ffl,생물형,곤충형,fire,common,💡,false
ffl_l2,광휘반딧불,2,완전체,ffl,신성·악마형,천사형,fire,rare,✨,false
ffl_l3,빛무리정령신,3,궁극체,ffl,신성·악마형,신인형,light,legendary,🌟,false
ffl_g1,풀반딧불,1,성숙기,ffl,생물형,곤충형,fire,common,🌿,false
ffl_g2,숲반딧불,2,완전체,ffl,생물형,곤충형,fire,rare,🍃,false
ffl_g3,숲빛정령신,3,궁극체,ffl,신성·악마형,성수형,grass,epic,🌳,false
leo,아기표범,0,성장기,leo,생물형,포유류형,grass,common,🐆,false
leo_s1,그림자표범,1,성숙기,leo,신성·악마형,악마형,dark,common,🌑,false
leo_s2,암영표범,2,완전체,leo,신성·악마형,악마형,dark,rare,🐆,false
leo_s3,암살묘신,3,궁극체,leo,신성·악마형,마왕형,dark,legendary,👤,false
leo_g1,정글표범,1,성숙기,leo,생물형,야수형,grass,common,🌿,false
leo_g2,밀림표범,2,완전체,leo,생물형,야수형,grass,rare,🐆,false
leo_g3,정글수호신,3,궁극체,leo,신성·악마형,신인형,light,epic,🍃,false
jag,아기재규어,0,성장기,jag,생물형,포유류형,grass,common,🐆,false
jag_w1,물재규어,1,성숙기,jag,생물형,야수형,water,common,🌊,false
jag_w2,강의재규어,2,완전체,jag,생물형,야수형,grass,rare,🐆,false
jag_w3,수신표범왕,3,궁극체,jag,신성·악마형,신인형,light,epic,🌊,false
jag_f1,화염재규어,1,성숙기,jag,생물형,야수형,fire,common,🔥,false
jag_f2,용암재규어,2,완전체,jag,생물형,야수형,fire,rare,🐆,false
jag_f3,화염표범왕,3,궁극체,jag,신성·악마형,신인형,fire,legendary,🌋,false
lyn,아기스라소니,0,성장기,lyn,생물형,포유류형,grass,common,🐱,false
lyn_i1,서리스라소니,1,성숙기,lyn,생물형,야수형,water,common,❄️,false
lyn_i2,빙결스라소니,2,완전체,lyn,생물형,야수형,water,rare,🐱,false
lyn_i3,설원묘신,3,궁극체,lyn,신성·악마형,신인형,light,epic,🧊,false
lyn_w1,바람스라소니,1,성숙기,lyn,생물형,야수형,wind,common,🌪️,false
lyn_w2,질풍스라소니,2,완전체,lyn,생물형,야수형,wind,rare,🐱,false
lyn_w3,바람묘신,3,궁극체,lyn,신성·악마형,신인형,wind,legendary,🌀,false
wlf,새끼늑대,0,성장기,wlf,생물형,포유류형,grass,rare,🐺,false
wlf_l1,빛늑대,1,성숙기,wlf,생물형,야수형,light,rare,✨,false
wlf_l2,은빛늑대,2,완전체,wlf,생물형,야수형,light,epic,🐺,false
wlf_l3,월광랑신,3,궁극체,wlf,신성·악마형,신인형,light,legendary,🌝,false
wlf_d1,어둠늑대,1,성숙기,wlf,신성·악마형,악마형,dark,rare,🌑,false
wlf_d2,암흑랑,2,완전체,wlf,신성·악마형,악마형,dark,epic,🐺,false
wlf_d3,마랑왕,3,궁극체,wlf,신성·악마형,마왕형,dark,legendary,👹,false
wlv,아기울버린,0,성장기,wlv,생물형,포유류형,grass,common,🦡,false
wlv_m1,강철발톱,1,성숙기,wlv,생물형,야수형,earth,common,🦾,false
wlv_m2,아다만티움발톱,2,완전체,wlv,기계형,병기형,earth,rare,🦡,false
wlv_m3,불멸의강철수,3,궁극체,wlv,기계형,순수기계형,fire,legendary,🛡️,false
wlv_f1,화염발톱,1,성숙기,wlv,생물형,야수형,fire,common,🔥,false
wlv_f2,용암발톱,2,완전체,wlv,생물형,야수형,fire,rare,🦡,false
wlv_f3,화염광폭수,3,궁극체,wlv,신성·악마형,신인형,fire,epic,🌋,false
flc,아기매,0,성장기,flc,생물형,조류형,wind,common,🦅,false
flc_w1,질풍매,1,성숙기,flc,생물형,조류형,wind,common,🌪️,false
flc_w2,음속매,2,완전체,flc,생물형,조류형,wind,rare,🦅,false
flc_w3,질풍사냥신,3,궁극체,flc,신성·악마형,신인형,wind,legendary,🌀,false
flc_l1,빛매,1,성숙기,flc,생물형,조류형,wind,common,✨,false
flc_l2,햇살매,2,완전체,flc,신성·악마형,천사형,light,rare,🦅,false
flc_l3,태양사냥신,3,궁극체,flc,신성·악마형,신인형,light,epic,🌞,false
ham,햄스터,0,성장기,ham,생물형,포유류형,grass,common,🐹,false
ham_g1,볼주머니햄,1,성숙기,ham,생물형,포유류형,grass,common,🌰,false
ham_g2,도토리지기햄,2,완전체,ham,생물형,식물형,water,rare,🐹,false
ham_g3,풍요의햄신,3,궁극체,ham,신성·악마형,성수형,wind,epic,🌿,false
ham_l1,햇살햄,1,성숙기,ham,생물형,포유류형,light,common,☀️,false
ham_l2,미소햄,2,완전체,ham,신성·악마형,천사형,light,rare,🐹,false
ham_l3,행복햄신,3,궁극체,ham,신성·악마형,신인형,light,legendary,🌟,false
sqr,다람쥐,0,성장기,sqr,생물형,포유류형,grass,common,🐿️,false
sqr_t1,숲다람,1,성숙기,sqr,생물형,식물형,water,common,🌿,false
sqr_t2,나무타기다람,2,완전체,sqr,생물형,식물형,water,rare,🐿️,false
sqr_t3,숲의수호다람,3,궁극체,sqr,신성·악마형,성수형,grass,epic,🌳,false
sqr_f1,불꽃다람,1,성숙기,sqr,생물형,야수형,fire,common,🔥,false
sqr_f2,화염꼬리다람,2,완전체,sqr,생물형,야수형,fire,rare,🐿️,false
sqr_f3,화염질주다람신,3,궁극체,sqr,신성·악마형,신인형,fire,legendary,🌋,false
chl,친칠라,0,성장기,chl,생물형,포유류형,grass,common,🐭,false
chl_i1,얼음친칠라,1,성숙기,chl,생물형,포유류형,water,common,❄️,false
chl_i2,서리솜털,2,완전체,chl,생물형,야수형,water,rare,🐭,false
chl_i3,설원솜털신,3,궁극체,chl,신성·악마형,신인형,light,epic,🧊,false
chl_l1,빛솜친칠라,1,성숙기,chl,생물형,포유류형,light,common,✨,false
chl_l2,구름솜털,2,완전체,chl,신성·악마형,천사형,wind,rare,☁️,false
chl_l3,포근솜털신,3,궁극체,chl,신성·악마형,신인형,light,legendary,🌟,false
fen,페넥여우,0,성장기,fen,생물형,포유류형,grass,rare,🦊,false
fen_s1,사막페넥,1,성숙기,fen,생물형,포유류형,earth,rare,🏜️,false
fen_s2,모래귀페넥,2,완전체,fen,생물형,야수형,grass,epic,🦊,false
fen_s3,사막여우신,3,궁극체,fen,신성·악마형,신인형,water,legendary,🏜️,false
fen_l1,별빛페넥,1,성숙기,fen,생물형,포유류형,light,rare,⭐,false
fen_l2,밤하늘페넥,2,완전체,fen,신성·악마형,천체형,dark,epic,🦊,false
fen_l3,별빛여우신,3,궁극체,fen,신성·악마형,신인형,water,legendary,🌟,false
trx,아기티라노,0,성장기,trx,생물형,공룡형,grass,rare,🦖,false
trx_f1,화염티라노,1,성숙기,trx,생물형,공룡형,fire,rare,🔥,false
trx_f2,폭군티라노,2,완전체,trx,생물형,공룡형,grass,epic,🦖,false
trx_f3,화염폭군왕,3,궁극체,trx,신성·악마형,마왕형,fire,legendary,🌋,false
trx_d1,어둠티라노,1,성숙기,trx,신성·악마형,공룡형,dark,rare,🌑,false
trx_d2,암흑폭군,2,완전체,trx,신성·악마형,공룡형,dark,epic,🦖,false
trx_d3,공룡마왕,3,궁극체,trx,신성·악마형,마왕형,dark,legendary,👹,false
tri,아기트리케라,0,성장기,tri,생물형,공룡형,grass,common,🦕,false
tri_e1,바위트리케라,1,성숙기,tri,생물형,공룡형,earth,common,🪨,false
tri_e2,바위돌격공룡,2,완전체,tri,생물형,거인형,earth,rare,🦕,false
tri_e3,대지돌격왕,3,궁극체,tri,신성·악마형,신인형,earth,epic,🌍,false
tri_g1,숲트리케라,1,성숙기,tri,생물형,공룡형,grass,common,🌿,false
tri_g2,초식거룡,2,완전체,tri,생물형,거인형,earth,rare,🦕,false
tri_g3,대지수호룡,3,궁극체,tri,신성·악마형,성수형,earth,legendary,🌳,false
pte,아기프테라,0,성장기,pte,생물형,공룡형,grass,common,🦅,false
pte_w1,폭풍프테라,1,성숙기,pte,생물형,공룡형,wind,common,🌪️,false
pte_w2,질풍익룡,2,완전체,pte,생물형,공룡형,wind,rare,🦅,false
pte_w3,천공익룡신,3,궁극체,pte,신성·악마형,신인형,light,legendary,🌀,false
pte_l1,햇살프테라,1,성숙기,pte,생물형,공룡형,light,common,☀️,false
pte_l2,여명익룡,2,완전체,pte,신성·악마형,천사형,light,rare,🦅,false
pte_l3,태양익룡신,3,궁극체,pte,신성·악마형,신인형,light,epic,🌞,false
rap,아기랍토르,0,성장기,rap,생물형,공룡형,grass,common,🦖,false
rap_p1,독랍토르,1,성숙기,rap,생물형,공룡형,dark,common,☠️,false
rap_p2,맹독랍토르,2,완전체,rap,신성·악마형,악마형,dark,rare,🦖,false
rap_p3,맹독사냥왕,3,궁극체,rap,신성·악마형,마왕형,dark,epic,☠️,false
rap_w1,질풍랍토르,1,성숙기,rap,생물형,공룡형,wind,common,🌪️,false
rap_w2,무리사냥꾼,2,완전체,rap,생물형,공룡형,grass,rare,🦖,false
rap_w3,질풍사냥왕,3,궁극체,rap,신성·악마형,신인형,wind,legendary,🌀,false
stg,아기스테고,0,성장기,stg,생물형,공룡형,grass,common,🦕,false
stg_e1,바위스테고,1,성숙기,stg,생물형,공룡형,earth,common,🪨,false
stg_e2,암석등판룡,2,완전체,stg,생물형,거인형,earth,rare,🦕,false
stg_e3,대지방패룡신,3,궁극체,stg,신성·악마형,신인형,earth,epic,🌍,false
stg_f1,용암스테고,1,성숙기,stg,생물형,공룡형,fire,common,🔥,false
stg_f2,화산등판룡,2,완전체,stg,생물형,공룡형,grass,rare,🦕,false
stg_f3,화산방패룡신,3,궁극체,stg,신성·악마형,신인형,light,legendary,🌋,false
sbr,새끼검치호,0,성장기,sbr,생물형,포유류형,grass,rare,🐯,false
sbr_i1,빙하검치호,1,성숙기,sbr,생물형,야수형,water,rare,❄️,false
sbr_i2,설원검치호,2,완전체,sbr,생물형,야수형,grass,epic,🐯,false
sbr_i3,빙하맹수왕,3,궁극체,sbr,신성·악마형,신인형,water,legendary,🧊,false
sbr_d1,어둠검치호,1,성숙기,sbr,신성·악마형,악마형,dark,rare,🌑,false
sbr_d2,암흑검치,2,완전체,sbr,신성·악마형,악마형,dark,epic,🐯,false
sbr_d3,망각의맹수왕,3,궁극체,sbr,신성·악마형,마왕형,dark,legendary,👹,false
mam,아기맘모스,0,성장기,mam,생물형,포유류형,grass,rare,🐘,false
mam_i1,빙하맘모스,1,성숙기,mam,생물형,포유류형,water,rare,❄️,false
mam_i2,설산맘모스,2,완전체,mam,생물형,거인형,earth,epic,🐘,false
mam_i3,빙하거상신,3,궁극체,mam,신성·악마형,신인형,water,legendary,🧊,false
mam_e1,바위맘모스,1,성숙기,mam,생물형,포유류형,earth,rare,🪨,false
mam_e2,대지거상맘모스,2,완전체,mam,생물형,거인형,earth,epic,🐘,false
mam_e3,태고대지신,3,궁극체,mam,신성·악마형,신인형,earth,legendary,🌍,false
meg,아기메갈,0,성장기,meg,생물형,수생형,grass,rare,🦈,false
meg_w1,심해메갈,1,성숙기,meg,생물형,수생형,water,rare,🌊,false
meg_w2,대양메갈로돈,2,완전체,meg,생물형,수생형,grass,epic,🦈,false
meg_w3,심해패왕상어,3,궁극체,meg,신성·악마형,신인형,water,legendary,🌊,false
meg_d1,어둠메갈,1,성숙기,meg,신성·악마형,악마형,dark,rare,🌑,false
meg_d2,심연포식자,2,완전체,meg,신성·악마형,악마형,dark,epic,🦈,false
meg_d3,심연군주상어,3,궁극체,meg,신성·악마형,마왕형,water,legendary,👹,false
bra,아기브라키오,0,성장기,bra,생물형,공룡형,grass,common,🦕,false
bra_g1,숲브라키오,1,성숙기,bra,생물형,공룡형,grass,common,🌿,false
bra_g2,거목거룡,2,완전체,bra,생물형,거인형,earth,rare,🦕,false
bra_g3,태초의수목룡,3,궁극체,bra,신성·악마형,성수형,light,legendary,🌳,false
bra_w1,호수브라키오,1,성숙기,bra,생물형,공룡형,water,common,🌊,false
bra_w2,대호거룡,2,완전체,bra,생물형,거인형,earth,rare,🦕,false
bra_w3,대호수룡신,3,궁극체,bra,신성·악마형,신인형,water,epic,🌊,false
mos,아기모사,0,성장기,mos,생물형,공룡형,grass,rare,🐊,false
mos_w1,심해모사,1,성숙기,mos,생물형,수생형,water,rare,🌊,false
mos_w2,대양모사사우르,2,완전체,mos,생물형,수생형,grass,epic,🐊,false
mos_w3,바다의지배룡,3,궁극체,mos,신성·악마형,신인형,water,legendary,🌊,false
mos_d1,암흑모사,1,성숙기,mos,신성·악마형,악마형,dark,rare,🌑,false
mos_d2,심연모사,2,완전체,mos,신성·악마형,악마형,dark,epic,🐊,false
mos_d3,심연바다마룡,3,궁극체,mos,신성·악마형,마왕형,water,legendary,👹,false
spn,아기스피노,0,성장기,spn,생물형,공룡형,grass,rare,🦖,false
spn_w1,강스피노,1,성숙기,spn,생물형,공룡형,grass,rare,🌊,false
spn_w2,늪지스피노,2,완전체,spn,생물형,수생형,water,epic,🦖,false
spn_w3,강의제왕룡,3,궁극체,spn,신성·악마형,신인형,light,legendary,🌊,false
spn_f1,화염스피노,1,성숙기,spn,생물형,공룡형,fire,rare,🔥,false
spn_f2,용암스피노,2,완전체,spn,생물형,공룡형,fire,epic,🦖,false
spn_f3,화염제왕룡,3,궁극체,spn,신성·악마형,마왕형,fire,legendary,🌋,false
orc,아기범고래,0,성장기,orc,생물형,수생형,water,rare,🐋,false
orc_w1,대양범고래,1,성숙기,orc,생물형,수생형,water,rare,🌊,false
orc_w2,바다사냥꾼,2,완전체,orc,생물형,수생형,water,epic,🐋,false
orc_w3,대양제왕신,3,궁극체,orc,신성·악마형,신인형,light,legendary,🌊,false
orc_d1,어둠범고래,1,성숙기,orc,신성·악마형,악마형,water,rare,🌑,false
orc_d2,심연범고래,2,완전체,orc,신성·악마형,악마형,water,epic,🐋,false
orc_d3,심연해마왕,3,궁극체,orc,신성·악마형,마왕형,water,legendary,👹,false
wsh,아기고래상어,0,성장기,wsh,생물형,수생형,water,common,🦈,false
wsh_w1,심해고래상어,1,성숙기,wsh,생물형,수생형,water,common,🌊,false
wsh_w2,대양고래상어,2,완전체,wsh,생물형,수생형,water,rare,🦈,false
wsh_w3,심해온화신,3,궁극체,wsh,신성·악마형,신인형,water,epic,🌊,false
wsh_l1,별빛고래상어,1,성숙기,wsh,생물형,수생형,water,common,⭐,false
wsh_l2,성좌고래상어,2,완전체,wsh,신성·악마형,천체형,water,rare,🦈,false
wsh_l3,심해성좌신,3,궁극체,wsh,신성·악마형,신인형,water,legendary,🌟,false
mola,아기개복치,0,성장기,mola,생물형,수생형,grass,common,🐟,false
mola_l1,햇살개복치,1,성숙기,mola,생물형,수생형,light,common,☀️,false
mola_l2,일광개복치,2,완전체,mola,생물형,수생형,grass,rare,🐟,false
mola_l3,햇살부유신,3,궁극체,mola,신성·악마형,신인형,light,epic,🌞,false
mola_w1,심해개복치,1,성숙기,mola,생물형,수생형,water,common,🌊,false
mola_w2,대양개복치,2,완전체,mola,생물형,수생형,grass,rare,🐟,false
mola_w3,심해부유신,3,궁극체,mola,신성·악마형,신인형,water,legendary,🌊,false
dfl,아기잠자리,0,성장기,dfl,생물형,곤충형,wind,common,🦗,false
dfl_w1,질풍잠자리,1,성숙기,dfl,생물형,곤충형,wind,common,🌪️,false
dfl_w2,번개잠자리,2,완전체,dfl,생물형,곤충형,wind,rare,⚡,false
dfl_w3,질풍비행신,3,궁극체,dfl,신성·악마형,신인형,wind,legendary,🌀,false
dfl_l1,빛잠자리,1,성숙기,dfl,생물형,곤충형,wind,common,✨,false
dfl_l2,수정잠자리,2,완전체,dfl,혼합·이형형,이형형,earth,rare,💠,false
dfl_l3,빛날개정령신,3,궁극체,dfl,신성·악마형,신인형,wind,epic,🌟,false
lad,아기무당벌레,0,성장기,lad,생물형,곤충형,wind,common,🐞,false
lad_g1,풀무당벌레,1,성숙기,lad,생물형,곤충형,grass,common,🌿,false
lad_g2,꽃밭무당,2,완전체,lad,생물형,곤충형,grass,rare,🌸,false
lad_g3,행운의무당신,3,궁극체,lad,신성·악마형,천사형,light,epic,🍀,false
lad_f1,불무당벌레,1,성숙기,lad,생물형,곤충형,fire,common,🔥,false
lad_f2,화염무당,2,완전체,lad,생물형,곤충형,fire,rare,🐞,false
lad_f3,불꽃무당신,3,궁극체,lad,신성·악마형,신인형,fire,legendary,🌋,false
wpk,아기딱따구리,0,성장기,wpk,생물형,조류형,wind,common,🐦,false
wpk_m1,강철부리,1,성숙기,wpk,생물형,조류형,wind,common,🔨,false
wpk_m2,드릴부리,2,완전체,wpk,기계형,병기형,earth,rare,🐦,false
